Date,Open,High,Low,Close,Adj Close,Volume
9/6/2004,0.632143,0.653036,0.629107,0.640536,0.543685,1434837600
9/13/2004,0.640714,0.6675,0.621071,0.663214,0.562934,1773693600
9/20/2004,0.658571,0.694107,0.657321,0.665893,0.565208,1800232000
9/27/2004,0.659821,0.70125,0.657679,0.690536,0.586125,1914628800
10/4/2004,0.699643,0.730893,0.685714,0.6975,0.592036,2211927200
10/11/2004,0.692857,0.816964,0.672321,0.8125,0.689647,5746624800
10/18/2004,0.798214,0.863393,0.798214,0.846607,0.718597,3815425600
10/25/2004,0.842857,0.95,0.83875,0.935714,0.794231,3854984000
11/1/2004,0.9375,1.001964,0.929286,0.977143,0.829396,4669884800
11/8/2004,0.969107,0.994464,0.953214,0.991071,0.841218,2314362400
11/15/2004,0.985714,1.01625,0.968214,0.985179,0.836217,2293328800
11/22/2004,1.103571,1.174286,1.033929,1.152679,0.97839,5420592800
11/29/2004,1.23125,1.242321,1.102679,1.119286,0.950046,5768280000
12/6/2004,1.147321,1.191607,1.108036,1.163393,0.987484,4513997600
12/13/2004,1.171786,1.205357,1.153571,1.160536,0.985059,3118735200
12/20/2004,1.169107,1.178571,1.1,1.143036,0.970205,3044300000
12/27/2004,1.157143,1.163393,1.108036,1.15,0.976116,2244737600
1/3/2005,1.156786,1.243393,1.117857,1.236607,1.049628,5402241600
1/10/2005,1.246964,1.328929,1.130357,1.253571,1.064027,11192098400
1/17/2005,1.247321,1.278571,1.209821,1.25875,1.068422,3584610400
1/24/2005,1.2675,1.321071,1.259821,1.321071,1.121321,3848196800
1/31/2005,1.331786,1.426964,1.330536,1.407857,1.194984,4674762400
2/7/2005,1.409464,1.464107,1.368929,1.450179,1.230907,4900005600
2/14/2005,1.477321,1.622857,1.465179,1.550179,1.315787,7904652000
2/21/2005,1.541071,1.605536,1.523036,1.589107,1.348829,4999013600
2/28/2005,1.595714,1.612143,1.472143,1.528929,1.29775,3746232000
3/7/2005,1.528571,1.544643,1.386786,1.438214,1.220751,4204488400
3/14/2005,1.447143,1.551429,1.411429,1.534286,1.302297,3553877600
3/21/2005,1.546071,1.570357,1.500714,1.517857,1.288352,2055071200
3/28/2005,1.526786,1.534286,1.448929,1.460357,1.239546,2409145200
4/4/2005,1.463929,1.5875,1.434286,1.562143,1.325941,2708017200
4/11/2005,1.576786,1.580357,1.26,1.2625,1.071605,7655950400
4/18/2005,1.25,1.347857,1.214286,1.267857,1.076153,4952673600
4/25/2005,1.303214,1.339643,1.257857,1.287857,1.093129,3417593200
5/2/2005,1.293214,1.333214,1.286429,1.33,1.128899,2124449600
5/9/2005,1.331429,1.3375,1.1825,1.241786,1.054024,4510895200
5/16/2005,1.234286,1.345714,1.233214,1.341071,1.138296,2945174400
5/23/2005,1.351786,1.462143,1.351786,1.448571,1.229542,2873570000
5/30/2005,1.452143,1.455714,1.348929,1.365714,1.159214,2188860800
6/6/2005,1.368929,1.379643,1.268571,1.278929,1.085551,3030426000
6/13/2005,1.281786,1.376429,1.276786,1.368214,1.161335,2490762400
6/20/2005,1.351786,1.420714,1.335,1.348571,1.144662,2204132000
6/27/2005,1.315714,1.360714,1.29,1.303571,1.106467,2067220400
7/4/2005,1.305357,1.367143,1.303571,1.366071,1.159517,1523354000
7/11/2005,1.370357,1.500357,1.349286,1.483929,1.259554,4244405200
7/18/2005,1.478929,1.572857,1.466786,1.571429,1.333824,2416125600
7/25/2005,1.571071,1.585,1.509286,1.523214,1.292898,1660360800
8/1/2005,1.520357,1.553571,1.500714,1.535357,1.303206,1380682800
8/8/2005,1.535714,1.650714,1.521786,1.646429,1.397483,2106188000
8/15/2005,1.66,1.726071,1.633929,1.636786,1.389298,2943203200
8/22/2005,1.648214,1.682857,1.616429,1.633571,1.38657,1792719600
8/29/2005,1.616786,1.684643,1.616429,1.650714,1.40112,1756759200
9/5/2005,1.667857,1.833929,1.6625,1.8325,1.55542,3099975200
9/12/2005,1.825,1.843929,1.761786,1.828929,1.552389,2426267200
9/19/2005,1.823214,1.921786,1.823214,1.9,1.612713,3060492400
9/26/2005,1.929643,1.948571,1.806786,1.914643,1.625142,3182289600
10/3/2005,1.934286,1.976786,1.805357,1.832143,1.555116,3093202000
10/10/2005,1.848571,1.941071,1.709643,1.928571,1.636964,7332004400
10/17/2005,1.927857,2.035,1.828929,1.987857,1.687286,4389593600
10/24/2005,1.973214,2.055714,1.934643,1.945357,1.651212,2887802400
10/31/2005,1.971429,2.225714,1.955357,2.183929,1.853711,4310009200
11/7/2005,2.173214,2.218214,2.1075,2.197857,1.865533,2756320000
11/14/2005,2.197857,2.352857,2.175357,2.305714,1.957082,2892456000
11/21/2005,2.315,2.483571,2.275714,2.476429,2.101985,1932859600
11/28/2005,2.525714,2.597857,2.405357,2.593929,2.201719,4214282800
12/5/2005,2.569643,2.6725,2.553214,2.654643,2.253252,3466047200
12/12/2005,2.673929,2.695,2.509643,2.539643,2.15564,3701860400
12/19/2005,2.539643,2.660357,2.537143,2.619643,2.223544,2084608400
12/26/2005,2.642857,2.685,2.512143,2.5675,2.179286,2102993200
1/2/2006,2.585,2.739286,2.580357,2.725,2.31297,2580718000
1/9/2006,2.740357,3.085714,2.705,3.056786,2.59459,6505819600
1/16/2006,3.060714,3.085,2.708214,2.7175,2.306605,4866867600
1/23/2006,2.717857,2.841429,2.539286,2.5725,2.183529,5613022800
1/30/2006,2.541786,2.735714,2.531071,2.566071,2.178072,4232575200
2/6/2006,2.572143,2.589643,2.246429,2.403929,2.040447,6903954400
2/13/2006,2.379643,2.536071,2.308571,2.510357,2.130783,4728382400
2/20/2006,2.521071,2.607143,2.428571,2.552143,2.166249,3149507200
2/27/2006,2.571071,2.585714,2.411786,2.418571,2.052875,4184980800
3/6/2006,2.4175,2.418571,2.230357,2.256786,1.915552,4281242000
3/13/2006,2.323214,2.43,2.289643,2.309286,1.960114,3956884400
3/20/2006,2.329286,2.337857,2.108214,2.141429,1.817637,5796509600
3/27/2006,2.155357,2.271786,2.059643,2.24,1.901304,7031236800
4/3/2006,2.273929,2.573214,2.180357,2.4925,2.115625,8190131600
4/10/2006,2.510357,2.533214,2.350357,2.373929,2.014982,3317403600
4/17/2006,2.375357,2.5,2.298214,2.394286,2.032263,5058785200
4/24/2006,2.3875,2.546429,2.339286,2.513929,2.133814,3552962000
5/1/2006,2.5275,2.603214,2.47,2.5675,2.179286,3633366800
5/8/2006,2.606786,2.635714,2.387857,2.417857,2.052269,3040870000
5/15/2006,2.406071,2.442143,2.243571,2.303929,1.955568,3864420000
5/22/2006,2.281071,2.328214,2.198571,2.269643,1.926464,3225742800
5/29/2006,2.260357,2.260714,2.096071,2.202143,1.869171,3472674800
6/5/2006,2.183929,2.198571,2.041071,2.115714,1.795811,4255650000
6/12/2006,2.121429,2.133571,2.024643,2.055714,1.744883,4705050000
6/19/2006,2.065357,2.148929,2.035714,2.101071,1.783382,3866682400
6/26/2006,2.113214,2.115,1.978929,2.045357,1.736092,3480946000
7/3/2006,2.054286,2.077857,1.9525,1.978571,1.679404,2145581200
7/10/2006,1.989286,2.0175,1.791429,1.809643,1.536019,4524640400
7/17/2006,1.8475,2.199643,1.844643,2.168571,1.840675,6279772800
7/24/2006,2.187857,2.345714,2.158214,2.3425,1.988306,3636906000
7/31/2006,2.386786,2.5,2.32,2.439286,2.070457,4849286400
8/7/2006,2.418571,2.485714,2.235,2.273214,1.929496,4674504800
8/14/2006,2.2875,2.452143,2.271429,2.425357,2.058635,3477759600
8/21/2006,2.403571,2.466071,2.3625,2.455357,2.084099,2838603600
8/28/2006,2.446429,2.451786,2.325714,2.442143,2.072882,3348828000
9/4/2006,2.463214,2.6275,2.448214,2.59,2.198384,4150440000
9/11/2006,2.586786,2.677857,2.550714,2.646429,2.246279,5563532800
9/18/2006,2.635714,2.716429,2.592143,2.607143,2.212934,3697355200
9/25/2006,2.636071,2.777857,2.632857,2.749286,2.333585,3901735600
10/2/2006,2.682143,2.72,2.612857,2.650714,2.249917,3483272800
10/9/2006,2.635714,2.745714,2.592857,2.679286,2.274168,2818718000
10/16/2006,2.685357,2.856786,2.639643,2.855357,2.423618,4275916400
10/23/2006,2.856786,2.95,2.848214,2.871786,2.437562,2808657600
10/30/2006,2.856786,2.917143,2.778214,2.796071,2.373295,2509956400
11/6/2006,2.819643,3.024643,2.801071,2.968571,2.519713,2948344000
11/13/2006,2.972143,3.082143,2.951429,3.066071,2.60247,2855316800
11/20/2006,3.05,3.324286,3.042857,3.2725,2.777686,2384079600
11/27/2006,3.303929,3.327143,3.196429,3.261429,2.76829,4933658800
12/4/2006,3.281429,3.2975,3.103571,3.152143,2.675528,3799664400
12/11/2006,3.175,3.214286,3.054643,3.132857,2.659158,3955722400
12/18/2006,3.129643,3.142857,2.914286,2.935714,2.491823,3717576800
12/25/2006,2.933929,3.05,2.741786,3.03,2.571853,4622749600
1/1/2007,3.081786,3.092143,2.925,3.0375,2.57822,2920321600
1/8/2007,3.07,3.492857,3.041071,3.379286,2.868326,9852228400
1/15/2007,3.417143,3.485714,3.147143,3.160714,2.682803,6619415600
1/22/2007,3.183571,3.184286,3.035357,3.049286,2.588223,5482111600
1/29/2007,3.082143,3.094643,2.989286,3.026786,2.569125,3621576000
2/5/2007,3.010714,3.089643,2.959286,2.973929,2.524261,4049642800
2/12/2007,3.015357,3.058571,2.986786,3.029643,2.57155,2576568400
2/19/2007,3.023214,3.243214,3.005714,3.181071,2.700082,3129134400
2/26/2007,3.208571,3.214286,2.964286,3.050357,2.589133,4956666400
3/5/2007,3.0675,3.1775,3.062857,3.141786,2.666737,3151218000
3/12/2007,3.145357,3.235714,3.14,3.199643,2.715846,3525088000
3/19/2007,3.222857,3.37,3.199643,3.34,2.834979,2901150000
3/26/2007,3.356786,3.458214,3.293929,3.318214,2.816489,4065658800
4/2/2007,3.362143,3.401071,3.322143,3.381429,2.870145,1918226800
4/9/2007,3.400357,3.403571,3.216429,3.222857,2.73555,2691444000
4/16/2007,3.234643,3.296429,3.2,3.248929,2.757679,2773691200
4/23/2007,3.271071,3.660714,3.260714,3.568571,3.02899,5459868400
4/30/2007,3.574643,3.628571,3.519643,3.600357,3.05597,2612243200
5/7/2007,3.61,3.8975,3.6075,3.883571,3.296361,4214266000
5/14/2007,3.915,3.951429,3.693571,3.929286,3.335165,4089864800
5/21/2007,3.939643,4.107143,3.930357,4.057857,3.444295,3643998400
5/28/2007,4.0875,4.363214,4.024643,4.228571,3.589196,4306467200
6/4/2007,4.236786,4.5575,4.210714,4.446071,3.773809,6076462000
6/11/2007,4.5,4.505357,4.121429,4.303571,3.652855,6806662800
6/18/2007,4.402857,4.470714,4.311429,4.392857,3.728642,4250064000
6/25/2007,4.435357,4.4675,4.24,4.358571,3.69954,5261090800
7/2/2007,4.323214,4.762143,4.260714,4.725,4.010564,4485090400
7/9/2007,4.727857,4.923214,4.600357,4.918929,4.175169,4684814400
7/16/2007,4.9425,5.149286,4.858571,5.133929,4.35766,4303594400
7/23/2007,5.118214,5.318571,4.791071,5.1375,4.360693,7675693200
7/30/2007,5.154643,5.194643,4.563214,4.708929,3.996922,6151370400
8/6/2007,4.746429,4.901429,4.296429,4.464286,3.789271,5219348400
8/13/2007,4.582857,4.619643,3.986429,4.359286,3.700147,5546522800
8/20/2007,4.427143,4.834643,4.303571,4.832143,4.101506,4946802000
8/27/2007,4.763929,4.9875,4.5225,4.945714,4.197905,5366135600
9/3/2007,4.997857,5.208571,4.642857,4.706071,3.994495,6976902800
9/10/2007,4.8925,4.978571,4.776786,4.9575,4.207909,4745977600
9/17/2007,4.963929,5.166071,4.914286,5.148214,4.369785,4715062800
9/24/2007,5.240357,5.535714,5.2375,5.481071,4.652315,4493280400
10/1/2007,5.5225,5.770714,5.461786,5.766071,4.894222,3922086000
10/8/2007,5.838929,6.138571,5.471786,5.973214,5.070042,5239973200
10/15/2007,5.999286,6.236786,5.839286,6.086429,5.166141,5388829600
10/22/2007,6.083929,6.735714,6.07,6.596429,5.599026,6413624000
10/29/2007,6.623214,6.79,6.428571,6.709643,5.695123,4120429600
11/5/2007,6.6175,6.881429,5.900357,5.906071,5.013051,6169990400
11/12/2007,5.902857,6.341786,5.379643,5.9425,5.043975,7828584400
11/19/2007,5.932143,6.155357,5.789286,6.126429,5.200092,4381638800
11/26/2007,6.199643,6.703571,6.071786,6.507857,5.523847,6012426000
12/3/2007,6.495,6.963929,6.321071,6.939286,5.890041,4593548400
12/10/2007,6.913929,7.029643,6.634286,6.799643,5.771513,4597894000
12/17/2007,6.811429,6.925357,6.378571,6.925357,5.878219,4842793200
12/24/2007,6.965357,7.248571,6.956786,7.136786,6.05768,2679110000
12/31/2007,7.125,7.160714,6.388929,6.430357,5.458065,3916410400
1/7/2008,6.473214,6.557143,6.010714,6.1675,5.234952,8125152000
1/14/2008,6.34,6.407857,5.596429,5.762857,4.891493,9139776800
1/21/2008,5.287857,5.713571,4.505,4.643214,3.941143,9368329600
1/28/2008,4.577143,4.880357,4.516071,4.776786,4.054518,6174296800
2/4/2008,4.793214,4.853571,4.188214,4.481429,3.80382,7052852800
2/11/2008,4.571786,4.678571,4.415,4.451071,3.778054,5251344000
2/18/2008,4.499643,4.526786,4.138214,4.266429,3.621329,4440478000
2/25/2008,4.235357,4.721429,4.122857,4.465,3.789876,7110535600
3/3/2008,4.444286,4.553571,4.214286,4.366071,3.705905,7304424400
3/10/2008,4.356429,4.653571,4.263214,4.521786,3.838077,5641904800
3/17/2008,4.376786,4.796071,4.376786,4.759643,4.039968,4197043200
3/24/2008,4.786071,5.205,4.772857,5.1075,4.33523,5015836000
3/31/2008,5.116786,5.525357,5.09,5.467143,4.640492,4751586000
4/7/2008,5.576071,5.703214,5.228571,5.255,4.460425,5211858400
4/14/2008,5.241786,5.795,5.162143,5.751429,4.881794,4069931600
4/21/2008,5.793214,6.110714,5.646071,6.061786,5.145224,6671456400
4/28/2008,6.0625,6.497143,6.040357,6.462143,5.485044,4759874000
5/5/2008,6.497143,6.721429,6.447857,6.551786,5.561133,4502719200
5/12/2008,6.614643,6.865714,6.530357,6.700714,5.687542,4197600400
5/19/2008,6.709286,6.738929,6.142857,6.470357,5.492015,5186980400
5/26/2008,6.526786,6.769286,6.494286,6.741071,5.721797,2791255600
6/2/2008,6.735714,6.783929,6.512143,6.63,5.627521,3879212400
6/9/2008,6.599643,6.670714,5.903929,6.156071,5.225253,6645175600
6/16/2008,6.117857,6.512143,6.038214,6.259643,5.313165,4443171600
6/23/2008,6.240714,6.386786,5.8625,6.074643,5.156137,3824038400
6/30/2008,6.078214,6.3375,5.857143,6.075714,5.157045,3156358800
7/7/2008,6.184286,6.461071,6.107143,6.163571,5.231616,4375218400
7/14/2008,6.401429,6.403571,5.892857,5.898214,5.006384,4299828400
7/21/2008,5.960714,6.013214,5.233214,5.79,4.914533,5775086800
7/28/2008,5.797857,5.8025,5.4875,5.595,4.749016,3372104400
8/4/2008,5.592857,6.058929,5.461071,6.055357,5.139767,3458677600
8/11/2008,6.073929,6.444643,6.059643,6.276429,5.327411,3989482000
8/18/2008,6.270357,6.350357,6.136071,6.313929,5.359241,2654526000
8/25/2008,6.291071,6.294643,6.037143,6.054643,5.13916,2438430400
9/1/2008,6.157143,6.196429,5.630357,5.720714,4.855724,3045868000
9/8/2008,5.8775,5.888929,5.214286,5.319286,4.514991,5028310000
9/15/2008,5.0725,5.274643,4.31,5.0325,4.271568,6428055200
9/22/2008,4.997857,5.008929,4.392857,4.58,3.887488,5316589600
9/29/2008,4.272143,4.274286,3.380357,3.466786,2.942596,9448986400
10/6/2008,3.284286,3.625,3.035714,3.457143,2.934411,10030613600
10/13/2008,3.733929,4.157143,3.0675,3.478571,2.952599,8846994800
10/20/2008,3.563571,3.616071,3.218214,3.442143,2.921679,9257127600
10/27/2008,3.395357,4.006786,3.280714,3.8425,3.261501,8091728400
11/3/2008,3.783214,3.9925,3.418571,3.508571,2.978062,6127402400
11/10/2008,3.5775,3.585714,3.072143,3.222857,2.73555,6786690400
11/17/2008,3.16,3.270714,2.826429,2.949286,2.503345,6830208000
11/24/2008,3.043214,3.401786,3.03,3.309643,2.809214,3875160800
12/1/2008,3.260714,3.436786,3.089286,3.357143,2.849531,5546335200
12/8/2008,3.474286,3.7,3.304643,3.509643,2.978973,5408477200
12/15/2008,3.428214,3.445714,3.143571,3.214286,2.728275,4938460800
12/22/2008,3.215,3.215357,3.019643,3.064643,2.601258,2059430800
12/29/2008,3.09,3.251429,3.025714,3.241071,2.75101,3007158000
1/5/2009,3.3275,3.470357,3.215714,3.235,2.745857,4444314000
1/12/2009,3.230714,3.249643,2.858929,2.940357,2.495765,5317037600
1/19/2009,2.926071,3.214286,2.792857,3.155714,2.678559,4182483200
1/26/2009,3.173571,3.392857,3.153571,3.218929,2.732216,3415890800
2/2/2009,3.182143,3.571429,3.175,3.561429,3.02293,3402434000
2/9/2009,3.571429,3.678571,3.420357,3.541429,3.005953,3665211200
2/16/2009,3.459643,3.465714,3.178571,3.257143,2.764651,3036138000
2/23/2009,3.273214,3.318571,3.089643,3.189643,2.707358,3763667600
3/2/2009,3.147143,3.313214,2.940357,3.046429,2.585798,3954720000
3/9/2009,3.006429,3.471429,2.948929,3.426071,2.908037,3758554800
3/16/2009,3.4475,3.695714,3.363571,3.628214,3.079616,3575695200
3/23/2009,3.668214,3.927857,3.633929,3.816071,3.239067,3062752000
3/30/2009,3.7325,4.1475,3.664643,4.1425,3.51614,3110856000
4/6/2009,4.105,4.285714,4.045714,4.270357,3.624665,2181032000
4/13/2009,4.286071,4.4375,4.134286,4.407857,3.741373,2347682400
4/20/2009,4.3475,4.542857,4.235714,4.425,3.755924,3361839600
4/27/2009,4.389286,4.569643,4.380714,4.544286,3.857173,2290663200
5/4/2009,4.58,4.767857,4.509286,4.613929,3.916287,2480892400
5/11/2009,4.548929,4.677143,4.263571,4.372143,3.71106,2425505600
5/18/2009,4.418929,4.618214,4.341786,4.375,3.713485,1925792400
5/25/2009,4.455714,4.853571,4.448214,4.850357,4.116967,2227436400
6/1/2009,4.873929,5.228571,4.857143,5.166786,4.38555,2657272800
6/8/2009,5.136429,5.162857,4.858571,4.891786,4.15213,3385149600
6/15/2009,4.8575,4.982143,4.804643,4.981429,4.22822,2775505600
6/22/2009,5.023929,5.127143,4.745714,5.087143,4.31795,2855804000
6/29/2009,5.123571,5.166429,4.9925,5.000714,4.244589,1786498000
7/6/2009,4.953571,4.988571,4.800714,4.947143,4.199119,2324515200
7/13/2009,4.983571,5.429286,4.911786,5.419643,4.600174,2312060800
7/20/2009,5.473929,5.714286,5.348214,5.713929,4.849962,3449737200
7/27/2009,5.720357,5.892857,5.616429,5.835357,4.95303,2071165600
8/3/2009,5.900357,5.978214,5.824643,5.911071,5.017295,1942206000
8/10/2009,5.916429,6.023929,5.781429,5.956429,5.055797,1846504800
8/17/2009,5.841071,6.048929,5.693571,6.043571,5.129762,2126910800
8/24/2009,6.075714,6.160357,5.886786,6.073214,5.154924,1938165600
8/31/2009,6.005714,6.096429,5.861071,6.0825,5.162805,1813198800
9/7/2009,6.177857,6.231071,6.060714,6.148571,5.218885,1966230000
9/14/2009,6.101071,6.671071,6.080357,6.607857,5.608727,2914660000
9/21/2009,6.581786,6.746429,6.48,6.513214,5.528395,2384152400
9/28/2009,6.566786,6.692857,6.453571,6.603571,5.605088,2300435200
10/5/2009,6.65,6.8375,6.581071,6.8025,5.773937,2225370000
10/12/2009,6.822143,6.868571,6.708571,6.716071,5.700578,1816539200
10/19/2009,6.708929,7.453929,6.626786,7.283571,6.18227,4489175600
10/26/2009,7.273929,7.383929,6.720357,6.732143,5.71422,3347072400
11/2/2009,6.778571,6.971071,6.6275,6.940714,5.891254,2368954000
11/9/2009,7.033571,7.321429,7.009286,7.301786,6.197731,2080892800
11/16/2009,7.338571,7.428571,7.062857,7.14,6.060405,2205033600
11/23/2009,7.25,7.357143,7.084643,7.163929,6.080719,1375046400
11/30/2009,7.1825,7.241786,6.795714,6.904286,5.860336,2881485600
12/7/2009,6.904286,7.132143,6.738571,6.9525,5.901258,3009384000
12/14/2009,6.9775,7.053929,6.821429,6.979643,5.924297,2265844000
12/21/2009,7.001786,7.476786,6.988214,7.465714,6.336871,1807836800
12/28/2009,7.561429,7.641071,7.439643,7.526071,6.388104,1854266400
1/4/2010,7.6225,7.699643,7.466071,7.570714,6.425996,2572536400
1/11/2010,7.6,7.607143,7.289286,7.354643,6.242595,2689542800
1/18/2010,7.440357,7.698214,7.041429,7.0625,5.994625,2832082400
1/25/2010,7.2325,7.6325,6.794643,6.859286,5.822136,7074832800
2/1/2010,6.870357,7.15,6.816071,6.980714,5.925206,3671505600
2/8/2010,6.988929,7.201429,6.928571,7.156429,6.074351,2687333600
2/15/2010,7.212143,7.296786,7.173571,7.2025,6.113457,1818429200
2/22/2010,7.226429,7.3275,6.989643,7.307857,6.202885,2598811600
3/1/2010,7.348214,7.846429,7.3375,7.819643,6.637286,2754354400
3/8/2010,7.8575,8.133214,7.781786,8.092857,6.869189,2768390800
3/15/2010,8.049286,8.0875,7.866071,7.9375,6.737324,2292922800
3/22/2010,7.873929,8.283929,7.8625,8.246429,6.999541,2839790800
3/29/2010,8.321429,8.526071,8.272143,8.4275,7.153232,2101859200
4/5/2010,8.392143,8.64,8.384643,8.635357,7.329662,2667198800
4/12/2010,8.65,8.969286,8.611071,8.835714,7.499727,2170644000
4/19/2010,8.8225,9.720714,8.634643,9.6725,8.209986,3878022400
4/26/2010,9.71,9.730714,9.1575,9.324643,7.914728,3048119200
5/3/2010,9.422857,9.567143,7.116071,8.423571,7.149896,5023144000
5/10/2010,8.9375,9.464286,8.876071,9.065,7.69434,3846668000
5/17/2010,9.096429,9.233929,8.2625,8.654286,7.345726,5078046400
5/24/2010,8.831429,9.264286,8.47,9.174286,7.787101,4134796400
5/31/2010,9.274643,9.497857,9.093929,9.141429,7.759213,2973432000
6/7/2010,9.224643,9.255357,8.65,9.053929,7.684943,4064457600
6/14/2010,9.141429,9.821429,9.071786,9.788214,8.308202,3629189200
6/21/2010,9.9175,9.964643,9.493214,9.525,8.084785,3526429200
6/28/2010,9.533214,9.633929,8.685714,8.819286,7.48578,4174483600
7/5/2010,8.964286,9.389286,8.791429,9.272143,7.870164,2441258400
7/12/2010,9.233214,9.351786,8.801071,8.925,7.575511,4430574400
7/19/2010,8.924286,9.469643,8.557143,9.283571,7.879864,4463807600
7/26/2010,9.285714,9.499643,9.103571,9.1875,7.798319,2617325200
8/2/2010,9.301429,9.438571,9.201071,9.288929,7.884412,2000079200
8/9/2010,9.338571,9.3625,8.79,8.896429,7.55126,2264892000
8/16/2010,8.842143,9.095357,8.807857,8.915714,7.567628,1891702400
8/23/2010,8.9925,9,8.412857,8.629286,7.32451,2628371200
8/30/2010,8.598571,9.242143,8.583929,9.241786,7.844398,2437330000
9/6/2010,9.165714,9.518571,9.151786,9.4075,7.985054,1695226400
9/13/2010,9.493571,9.927143,9.482857,9.834643,8.347611,2512879600
9/20/2010,9.86,10.483214,9.851786,10.44,8.861435,3347646400
9/27/2010,10.499286,10.526071,9.821429,10.09,8.564358,3109055600
10/4/2010,10.057143,10.517857,9.920357,10.5025,8.914486,2674940800
10/11/2010,10.526429,11.25,10.446071,11.240714,9.541078,2973880000
10/18/2010,11.373929,11.392857,10.715,10.981071,9.320696,3971657200
10/25/2010,11.038929,11.128571,10.745357,10.749286,9.123954,2165956800
11/1/2010,10.793571,11.435,10.792857,11.326071,9.61353,2369908800
11/8/2010,11.328571,11.475,10.843929,11.001071,9.337672,2206660400
11/15/2010,11.016429,11.090714,10.634286,10.954643,9.298263,2420040000
11/22/2010,10.952857,11.346429,10.923929,11.25,9.548961,1563833600
11/29/2010,11.267857,11.392857,11.1025,11.337143,9.622927,2214324000
12/6/2010,11.38,11.571071,11.325357,11.448571,9.717507,1718533600
12/13/2010,11.584643,11.609286,11.392857,11.450357,9.719025,1917095600
12/20/2010,11.485714,11.632857,11.365357,11.557143,9.809665,1131043200
12/27/2010,11.530357,11.666429,11.475357,11.52,9.778138,939881600
1/3/2011,11.63,12.0125,11.601429,12.004286,10.189198,1622098800
1/10/2011,12.101071,12.445714,12.041786,12.445714,10.56388,1800878800
1/17/2011,11.768571,12.45,11.642857,11.668571,9.904243,4535801200
1/24/2011,11.673929,12.342857,11.668571,12.003571,10.188589,2505510000
1/31/2011,11.992857,12.382143,11.939286,12.375,10.503857,1778473200
2/7/2011,12.424643,12.857143,12.415714,12.744643,10.817611,2644930400
